problem_id,submission_id,technique,bleu_score,explicit_jaccard,implicit_structural,fusion_semantic_score,h_obfuscated,h_deobfuscated,delta_entropy,halstead_effort_gt,halstead_effort_obf,halstead_effort_rec,readability_improvement_pct,testcase_pass_rate,binary_size_reduction_pct
p00009,s308363767,fla_bcf,0.9553870123993266,0.9333333333333333,1.0,0.9733333333333334,5.4004497669771885,5.164558171910942,0.23589159506624657,206442.30769230766,283461.723541626,206442.30769230766,27.17101091710823,100.0,12.149935372684189
p00009,s308363767,fla_bcf_instsub,0.9553870123993266,0.9333333333333333,1.0,0.9733333333333334,5.459450808829736,5.164558171910942,0.2948926369187941,206442.30769230766,320301.29128434317,206442.30769230766,35.54746318239433,100.0,12.106850495476088
p00009,s308363767,fla_instsub,0.9553870123993266,0.9333333333333333,1.0,0.9733333333333334,5.388410924784757,5.164558171910942,0.2238527528738148,206442.30769230766,304810.58984502987,206442.30769230766,32.27193720622832,100.0,-12.769485903814262
p00009,s308363767,instsub,0.9553870123993266,0.9333333333333333,1.0,0.9733333333333334,5.248600114311667,5.164558171910942,0.08404194240072549,206442.30769230766,231635.614642408,206442.30769230766,10.876266583181954,100.0,-12.71420674405749
p00016,s150561866,bcf,1.0,1.0,1.0,1.0,5.191928378971667,5.056973242104274,0.13495513686739358,219841.6058994573,226127.34453369194,219841.6058994573,2.7797339800707284,100.0,-11.898173768677365
p00016,s150561866,bcf_instsub,1.0,1.0,1.0,1.0,5.2905335819395525,5.056973242104274,0.2335603398352788,219841.6058994573,252735.32332853158,219841.6058994573,13.015085107955256,100.0,-11.953514111787493
p00016,s150561866,fla,1.0,1.0,1.0,1.0,5.244654867073395,5.056973242104274,0.18768162496912133,219841.6058994573,281025.8628909989,219841.6058994573,21.771753091377587,100.0,-11.898173768677365
p00016,s150561866,fla_bcf,1.0,1.0,1.0,1.0,5.348088363595154,5.056973242104274,0.29111512149088004,219841.6058994573,282385.9217154852,219841.6058994573,22.148524769249565,100.0,12.807244501940493
p00016,s150561866,fla_bcf_instsub,1.0,1.0,1.0,1.0,5.42609467095118,5.056973242104274,0.36912142884690624,219841.6058994573,318457.6054870225,219841.6058994573,30.966759119082777,100.0,12.764122466580421
p00016,s150561866,fla_instsub,1.0,1.0,1.0,1.0,5.342495673723854,5.056973242104274,0.28552243161958035,219841.6058994573,303600.873855799,219841.6058994573,27.588612276565694,100.0,-11.953514111787493
p00016,s150561866,instsub,1.0,1.0,1.0,1.0,5.183425480909521,5.056973242104274,0.12645223880524714,219841.6058994573,231903.42652352084,219841.6058994573,5.2012257019583865,100.0,-11.898173768677365
p00035,s591874935,bcf,1.0,1.0,1.0,1.0,5.349975107127409,5.294166595246021,0.0558085118813878,1302374.732567599,1266668.7191466829,1302374.732567599,-2.81889122871608,100.0,28.16254416961131
p00035,s591874935,bcf_instsub,1.0,1.0,1.0,1.0,5.403826481275116,5.294166595246021,0.10965988602909515,1302374.732567599,1339245.8438757956,1302374.732567599,2.7531249379494853,100.0,47.22366372599896
p00035,s591874935,fla,1.0,1.0,1.0,1.0,5.377367949195916,5.294166595246021,0.08320135394989503,1302374.732567599,1478138.1750696932,1302374.732567599,11.89086686661124,100.0,28.16254416961131
p00035,s591874935,fla_bcf,1.0,1.0,1.0,1.0,5.428066806932382,5.294166595246021,0.13390021168636057,1302374.732567599,1449282.4026347254,1302374.732567599,10.136579992971374,100.0,58.30258302583026
